oidx;ORDEN;PARTNUMBER;CANTIDAD;N_OPERACIONES;FECHA_PROVEEDOR;deadline_work_min;work_min;slack_min;cr;n_alternativas;n_grupos_recurso;duracion_media_operacion_min;duracion_max_operacion_min;operacion_min;operacion_max;log_cantidad;log_work_min;log_deadline_work_min;slack_relativo;log_cr;ga_rank_target;nn_priority_score;escenario_objetivo_ga;modelo_prioridad
82;ORDEN_899;PARTNUMBER_767;8.0;2;2026-06-13;27360.0;167.5529411764706;27192.44705882353;163.29167251790477;2;2;83.7764705882353;130.0;800020;800030;2.1972245773362196;5.127249891403056;10.216873920776164;20.0;5.101643339144623;0.030511388053287496;0.091382936;inicial;TorchGCN_prioridad_desde_GA
83;ORDEN_943;PARTNUMBER_801;40.0;5;2026-06-17;30240.0;3871.2256268285682;26368.774373171433;7.811479597166641;5;3;774.2451253657136;1270.8757637474541;1000020;1000060;3.713572066704308;8.261584718090432;10.316953898529778;6.811479597166641;2.1760553710417243;0.8345509239363988;0.6867299;inicial;TorchGCN_prioridad_desde_GA
84;ORDEN_956;PARTNUMBER_814;14.0;3;2026-08-03;77760.0;2181.273202614379;75578.72679738562;35.648904459469016;3;3;727.0910675381264;1960.0;800020;800040;2.70805020110221;7.6881223659861915;11.261395299133936;20.0;3.601383535920512;0.6583584013751611;0.4513686;inicial;TorchGCN_prioridad_desde_GA
85;ORDEN_958;PARTNUMBER_616;30.0;5;2026-06-30;43200.0;1611.3479017832403;41588.65209821676;26.80985276499978;5;2;322.2695803566481;556.2725864739286;1000020;1000060;3.4339872044851463;7.385446719745585;10.673618922112436;20.0;3.32539037391326;0.522990975504942;0.50312614;inicial;TorchGCN_prioridad_desde_GA
86;ORDEN_962;PARTNUMBER_814;6.0;3;2026-08-03;77760.0;934.8313725490196;76825.16862745098;83.18077707209437;3;3;311.61045751633986;840.0;800020;800040;1.9459101490553132;6.841435302714175;11.261395299133936;20.0;4.432966594377205;0.33046841426729695;0.31625175;inicial;TorchGCN_prioridad_desde_GA
87;ORDEN_971;PARTNUMBER_826;15.0;3;2026-07-14;57600.0;2337.078431372549;55262.921568627455;24.646156169509442;3;3;779.0261437908497;2100.0;800020;800040;2.772588722239781;7.7570846878220205;10.961295207644392;20.0;3.2443937034479027;0.6837129351095832;0.5675384;inicial;TorchGCN_prioridad_desde_GA
88;ORDEN_995;PARTNUMBER_696;600.0;2;2026-05-30;12960.0;3285.5094564082156;9674.490543591784;3.944593729511931;2;2;1642.7547282041078;2369.5455134015274;1000020;1000030;6.398594934535208;8.097581325048713;9.469700127423375;2.944593729511931;1.5982948038657503;0.8031800601633003;0.7389991;inicial;TorchGCN_prioridad_desde_GA
89;ORDEN_996;PARTNUMBER_847;3.0;3;2026-07-18;63360.0;414.0823529411765;62945.91764705882;153.01304088416626;3;3;138.02745098039216;366.6666666666667;800020;800040;1.3862943611198906;6.028476941366034;11.056603809192042;20.0;5.037037279894405;0.09669101847872798;0.2716589;inicial;TorchGCN_prioridad_desde_GA
90;ORDEN_1000;PARTNUMBER_849;3.0;3;2026-09-01;108000.0;397.4156862745098;107602.58431372549;271.75575532114345;3;3;132.4718954248366;350.0;800020;800040;1.3862943611198906;5.9874958981143305;11.58989576532275;20.0;5.608576725576325;0.08895573700042973;0.21589233;inicial;TorchGCN_prioridad_desde_GA
91;ORDEN_1001;PARTNUMBER_850;3.0;3;2026-06-20;34560.0;467.4156862745098;34092.58431372549;73.93846850852833;3;3;155.80522875816993;420.0;800020;800040;1.3862943611198906;6.149356120220267;10.450481157684562;20.0;4.3166673569214415;0.16673828964331758;0.38414943;inicial;TorchGCN_prioridad_desde_GA
92;ORDEN_1002;PARTNUMBER_851;6.0;7;2026-06-30;43200.0;326.6075958477638;42873.39240415223;132.26881600186698;7;6;46.658227978251965;183.98637137989778;1000010;1400020;1.9459101490553132;5.7918165380586;10.673618922112436;20.0;4.892368261346175;0.13966480446927373;0.111411735;inicial;TorchGCN_prioridad_desde_GA
93;ORDEN_1014;PARTNUMBER_124;35.0;7;2026-09-17;125280.0;15901.350715612623;109378.64928438737;7.878575992729647;7;6;2271.621530801803;13778.173190984578;900020;1300020;3.58351893845611;9.674222221029735;11.738314493312824;6.878575992729647;2.183641182965756;0.989686291362269;0.92723227;inicial;TorchGCN_prioridad_desde_GA
94;ORDEN_1019;PARTNUMBER_859;30.0;6;2026-08-01;77760.0;5454.373401534527;72305.62659846547;14.256449691934016;6;5;909.0622335890877;4488.491048593351;900020;1800020;3.4339872044851463;8.604356347168219;11.261395299133936;13.256449691934016;2.725002344262099;0.897722389342501;0.9311842;inicial;TorchGCN_prioridad_desde_GA
95;ORDEN_1030;PARTNUMBER_370;30.0;6;2026-05-30;12960.0;965.1131221719457;11994.886877828054;13.42847765952459;8;6;160.8521870286576;519.2307692307693;800020;1200020;3.4339872044851463;6.873280931054081;9.469700127423375;12.42847765952459;2.669203868919998;0.3403523850451225;0.2725814;inicial;TorchGCN_prioridad_desde_GA
96;ORDEN_1033;PARTNUMBER_869;16.0;8;2027-05-30;387360.0;2113.986514400632;385246.01348559937;183.23674127591406;8;3;264.248314300079;1164.7058823529412;1100010;1100080;2.833213344056216;7.6568037152901365;12.867112353746414;20.0;5.216221567969521;0.6403094112591319;0.6239009;inicial;TorchGCN_prioridad_desde_GA
97;ORDEN_1036;PARTNUMBER_872;90.0;3;2026-12-25;227520.0;6922.247225470358;220597.75277452965;32.867939065054166;3;3;2307.415741823452;5758.600166646828;1000020;1000040;4.51085950651685;8.842640190782916;12.334997820805357;20.0;3.522468816589035;0.9265148259561667;0.9107529;inicial;TorchGCN_prioridad_desde_GA
98;ORDEN_1039;PARTNUMBER_873;68.0;3;2026-08-26;102240.0;3139.203783239713;99100.79621676028;32.568768088858036;3;3;1046.4012610799043;1706.3001852995674;1000020;1000040;4.23410650459726;8.05204297591737;11.535088050471197;20.0;3.5135961135315292;0.7834121186076494;0.78137517;inicial;TorchGCN_prioridad_desde_GA
99;ORDEN_1045;PARTNUMBER_872;90.0;3;2026-12-25;227520.0;6922.247225470358;220597.75277452965;32.867939065054166;3;3;2307.415741823452;5758.600166646828;1000020;1000040;4.51085950651685;8.842640190782916;12.334997820805357;20.0;3.522468816589035;0.9269445638160722;0.9107529;inicial;TorchGCN_prioridad_desde_GA
100;ORDEN_1053;PARTNUMBER_882;3591.0;2;2028-11-22;944640.0;40019.29411764706;904620.7058823529;23.604614244893636;2;2;20009.64705882353;25595.29411764706;900020;900030;8.18646442942209;10.597141957377263;13.75856024011791;20.0;3.202933996279725;1.0;0.96593106;inicial;TorchGCN_prioridad_desde_GA
101;ORDEN_1055;PARTNUMBER_884;15.0;3;2026-07-28;72000.0;1036.8039215686274;70963.19607843137;69.44418178035819;3;3;345.60130718954247;683.3333333333334;900010;900030;2.772588722239781;6.944862145659037;11.184435286790631;20.0;4.254820648424061;0.36183927804039534;0.34095263;inicial;TorchGCN_prioridad_desde_GA
102;ORDEN_1056;PARTNUMBER_885;16.0;3;2026-07-28;72000.0;763.0666666666667;71236.93333333333;94.3561069369212;3;3;254.35555555555558;606.6666666666667;900010;900030;2.833213344056216;6.638655045394489;11.184435286790631;20.0;4.557618377577233;0.28104856037816933;0.27462876;inicial;TorchGCN_prioridad_desde_GA
103;ORDEN_1059;PARTNUMBER_888;5.0;2;2028-11-22;944640.0;317.05882352941177;944322.9411764706;2979.3840445269016;2;2;158.52941176470588;247.05882352941177;900020;900030;1.791759469228055;5.762236345325789;13.75856024011791;20.0;7.9998074451982255;0.13751611516974646;-0.0037518144;inicial;TorchGCN_prioridad_desde_GA
104;ORDEN_1078;PARTNUMBER_901;90.0;4;2026-05-20;1440.0;4465.022289726768;-3025.0222897267677;0.32250678867005594;4;3;1116.2555724316921;2346.6212931453574;1050020;1050050;4.51085950651685;8.404253423369907;7.273092595999522;-0.677493211329944;0.2795290179470147;0.86377309840997;0.8215431;inicial;TorchGCN_prioridad_desde_GA
105;ORDEN_1086;PARTNUMBER_908;80.0;4;2026-05-25;5760.0;3730.7669749580255;2029.2330250419745;1.5439184593041502;4;3;932.6917437395064;1612.2937397657138;900020;900050;4.394449154672439;8.224637120295936;8.658866349732383;0.5439184593041503;0.9337055928038759;0.8276751181779115;0.8721608;inicial;TorchGCN_prioridad_desde_GA
106;ORDEN_1087;PARTNUMBER_909;8.0;3;2026-05-20;1440.0;210.88627450980394;1229.113725490196;6.828324903302588;3;2;70.29542483660131;93.33333333333334;800020;800040;2.1972245773362196;5.356049689744575;7.273092595999522;5.828324903302588;2.0577485539487728;0.048560378169316715;0.18055543;inicial;TorchGCN_prioridad_desde_GA
107;ORDEN_1090;PARTNUMBER_370;28.0;6;2026-05-30;12960.0;902.262443438914;12057.737556561086;14.363891675025075;8;6;150.3770739064857;484.61538461538464;800020;1200020;3.367295829986474;6.806013146228361;9.469700127423375;13.363891675025075;2.7320200598876676;0.3240223463687151;0.27031225;inicial;TorchGCN_prioridad_desde_GA
108;ORDEN_1105;PARTNUMBER_920;30.0;5;2026-08-01;77760.0;1502.8666432025889;76257.1333567974;51.74111778427291;5;2;300.5733286405178;643.6041834271923;1000020;1000060;3.4339872044851463;7.315794832495153;11.261395299133936;20.0;3.9653953749415947;0.4933390631714654;0.5443566;inicial;TorchGCN_prioridad_desde_GA
109;ORDEN_1107;PARTNUMBER_924;12.0;3;2026-07-18;63360.0;1116.2107304460246;62243.78926955398;56.76347509639339;3;2;372.07024348200815;730.3428571428572;1000020;1000040;2.5649493574615367;7.018590438792193;11.056603809192042;20.0;4.056356657186008;0.385904598195101;0.36744493;inicial;TorchGCN_prioridad_desde_GA
110;ORDEN_1116;PARTNUMBER_179;36.0;8;2026-07-30;74880.0;4485.080895746276;70394.91910425373;16.69535104060607;8;6;560.6351119682845;2234.7540983606555;1400020;2400020;3.6109179126442243;8.408734747852533;11.223655465763155;15.695351040606072;2.8733019520073206;0.8654920498495917;0.7881361;inicial;TorchGCN_prioridad_desde_GA
111;ORDEN_1122;PARTNUMBER_935;32.0;4;2027-03-17;311040.0;5179.504430178531;305860.49556982145;60.05207721953408;4;3;1294.8761075446328;2144.456227170967;1000020;1000050;3.4965075614664802;8.552657710855717;12.64768001526962;20.0;4.111727224867873;0.8912763214439192;0.9447347;inicial;TorchGCN_prioridad_desde_GA
112;ORDEN_1130;PARTNUMBER_942;12.0;2;2026-12-14;214560.0;277.8678733031674;214282.13212669684;772.1655528197913;2;2;138.9339366515837;221.53846153846155;800020;800030;2.5649493574615367;5.630738097260465;12.276349359205614;20.0;6.650493194892935;0.12677266867211;0.10577348;inicial;TorchGCN_prioridad_desde_GA
113;ORDEN_1132;PARTNUMBER_944;45.0;6;2026-08-09;84960.0;8806.569980491002;76153.430019509;9.647342857458693;6;1;1467.761663415167;2730.4964539007096;1000020;1000070;3.828641396489095;9.083366855740568;11.349947606651318;8.647342857458693;2.365310364073656;0.9583154275891707;0.9423363;inicial;TorchGCN_prioridad_desde_GA
114;ORDEN_1136;PARTNUMBER_948;184.0;2;2026-07-11;56160.0;5396.647195797471;50763.35280420253;10.406461264270426;2;1;2698.3235978987354;4699.40379403794;900020;900030;5.220355825078324;8.593718433123637;10.935977844808969;9.406461264270426;2.4341799724102895;0.8968629136226901;0.86363626;inicial;TorchGCN_prioridad_desde_GA
115;ORDEN_1139;PARTNUMBER_600;5.0;9;2026-06-11;24480.0;872.6134035703834;23607.386596429616;28.053660303449014;9;7;96.9570448411537;261.11111111111114;1400020;1800030;1.791759469228055;6.772637947787755;10.10565258546514;20.0;3.369144475479299;0.31972496776966053;0.52633387;inicial;TorchGCN_prioridad_desde_GA
116;ORDEN_1148;PARTNUMBER_959;8.0;6;2026-07-17;61920.0;523.0252100840336;61396.97478991596;118.38817480719796;6;5;87.17086834733892;397.1428571428571;900020;1290020;2.1972245773362196;6.261539794011145;11.033614658004002;20.0;4.78238015758819;0.19166308551783412;0.2276767;inicial;TorchGCN_prioridad_desde_GA
117;ORDEN_1170;PARTNUMBER_976;132.0;6;2026-07-11;56160.0;17280.578312686153;38879.42168731385;3.2498912353396983;6;1;2880.0963854476922;5822.3136246786635;1000020;1000070;4.890349128221754;9.757396375726735;10.935977844808969;2.2498912353396983;1.4468933909240758;0.9948431456811345;0.9809488;inicial;TorchGCN_prioridad_desde_GA
118;ORDEN_1171;PARTNUMBER_977;42.0;4;2027-02-17;282240.0;6021.81233112731;276218.1876688727;46.86961075506706;4;3;1505.4530827818276;2560.344827586207;1000020;1000050;3.7612001156935624;8.703309593854527;12.550516594878188;20.0;3.8684808720796737;0.9054576708207993;0.98818946;inicial;TorchGCN_prioridad_desde_GA
119;ORDEN_1178;PARTNUMBER_621;19.0;3;2026-06-30;43200.0;2510.1608989263805;40689.83910107362;17.210052159794635;3;2;836.7202996421269;1254.228329809725;1100020;1100040;2.995732273553991;7.828500434733686;10.673618922112436;16.21005215979464;2.9019737580843783;0.7133648474430597;0.6961787;inicial;TorchGCN_prioridad_desde_GA
120;ORDEN_1185;PARTNUMBER_124;35.0;7;2026-10-20;158400.0;15901.350715612623;142498.6492843874;9.961417921842083;7;6;2271.621530801803;13778.173190984578;900020;1300020;3.58351893845611;9.674222221029735;11.972885071473847;8.961417921842083;2.394381645582825;0.9901160292221745;0.9275826;inicial;TorchGCN_prioridad_desde_GA
121;ORDEN_1197;PARTNUMBER_236;64.0;4;2026-08-25;100800.0;8615.075503885764;92184.92449611424;11.700419799517128;4;3;2153.768875971441;7773.899033297529;2000020;2000050;4.174387269895637;9.061384982015767;11.520903555205116;10.70041979951713;2.5416350479983274;0.9553072625698324;0.9653044;inicial;TorchGCN_prioridad_desde_GA
122;ORDEN_1247;PARTNUMBER_1039;12.0;5;2026-06-16;28800.0;1087.0588235294117;27712.941176470587;26.493506493506494;5;4;217.41176470588235;800.0;800020;1200020;2.5649493574615367;6.992150491698333;10.268165387743457;20.0;3.3139498492811814;0.37387193811774816;0.4369594;inicial;TorchGCN_prioridad_desde_GA
123;ORDEN_1254;PARTNUMBER_1045;48.0;1;2027-11-18;564480.0;339.39393939393943;564140.6060606061;1663.1999999999998;1;1;339.39393939393943;339.39393939393943;800020;800020;3.8918202981106265;5.830103592175089;13.243662003900889;20.0;7.41709980646633;0.07176622260421144;0.082126334;inicial;TorchGCN_prioridad_desde_GA
124;ORDEN_1257;PARTNUMBER_1048;39.0;5;2026-06-10;23040.0;606.745067709992;22433.25493229001;37.973114617904905;5;5;121.34901354199837;262.03918535705077;1000020;1400020;3.6888794541139363;6.409755497507179;10.045030516645731;20.0;3.6628720396340664;0.2273313278899871;0.31521854;inicial;TorchGCN_prioridad_desde_GA
125;ORDEN_1262;PARTNUMBER_1053;8.0;10;2026-09-06;113760.0;3875.11097138156;109884.88902861845;29.356578647718603;10;3;387.511097138156;935.7142857142858;1100010;1100100;2.1972245773362196;8.262587602988214;11.641855035434437;20.0;3.413013253414231;0.8354103996562097;0.755975;inicial;TorchGCN_prioridad_desde_GA
126;ORDEN_1278;PARTNUMBER_798;2.0;4;2026-06-06;20160.0;53.45555555555556;20106.544444444444;377.13573061733524;6;4;13.36388888888889;27.055555555555557;1000020;1400020;1.0986122886681098;3.9973848745792826;9.911505324129712;20.0;5.93525320687457;0.006446067898581865;0.2356503;inicial;TorchGCN_prioridad_desde_GA
127;ORDEN_1287;PARTNUMBER_1073;12.0;14;2026-08-04;79200.0;8481.712308221428;70718.28769177858;9.33773713631273;14;7;605.8365934443876;1664.2011834319526;1000010;3300020;2.5649493574615367;9.045785525313208;11.279744203985432;8.337737136312732;2.335800999512362;0.9480017189514396;0.9652895;inicial;TorchGCN_prioridad_desde_GA
128;ORDEN_1303;PARTNUMBER_443;60.0;3;2026-06-06;20160.0;2610.1470408441974;17549.852959155804;7.7237027970193095;3;2;870.0490136147324;1657.487091222031;800020;800040;4.110873864173311;7.867544883024668;9.911505324129712;6.7237027970193095;2.1660437804756443;0.725827245380318;0.7229171;inicial;TorchGCN_prioridad_desde_GA
129;ORDEN_1310;PARTNUMBER_1086;28.0;6;2026-06-30;43200.0;774.7511312217196;42425.24886877828;55.75984114005372;8;6;129.1251885369533;387.69230769230774;800020;1200020;3.367295829986474;6.653831761557165;10.673618922112436;20.0;4.038829053486898;0.284486463257413;0.27118635;inicial;TorchGCN_prioridad_desde_GA
130;ORDEN_1312;PARTNUMBER_1088;60.0;6;2026-05-30;12960.0;1661.2313392952578;11298.768660704742;7.801442034857111;6;5;276.871889882543;1144.7607510599637;1000020;1400020;4.110873864173311;7.415916159047349;9.469700127423375;6.801442034857111;2.1749155756567315;0.532445208422862;0.5843947;inicial;TorchGCN_prioridad_desde_GA
131;ORDEN_1313;PARTNUMBER_826;3.0;3;2026-07-14;57600.0;467.4156862745098;57132.58431372549;123.23078084754721;3;3;155.80522875816993;420.0;800020;800040;1.3862943611198906;6.149356120220267;10.961295207644392;20.0;4.822140971704884;0.16716802750322304;0.33489534;inicial;TorchGCN_prioridad_desde_GA
132;ORDEN_1342;PARTNUMBER_449;60.0;3;2026-07-04;48960.0;2562.9933984835266;46397.00660151647;19.102663326783706;3;2;854.3311328278422;1286.656891495601;1000020;1000040;4.110873864173311;7.849321243342834;10.798779341814225;18.102663326783706;3.000852310107259;0.7228190803609797;0.70524;inicial;TorchGCN_prioridad_desde_GA
133;ORDEN_1347;PARTNUMBER_1110;8.0;8;2026-06-03;15840.0;6834.052761906282;9005.947238093719;2.317804756833866;8;4;854.2565952382854;1526.5822784810125;900010;900080;2.1972245773362196;8.82981946850006;9.670356794688852;1.317804756833866;1.1993033464063576;0.9247958745165449;0.8644011;inicial;TorchGCN_prioridad_desde_GA
134;ORDEN_1357;PARTNUMBER_1117;8.0;6;2026-07-17;61920.0;648.7394957983194;61271.26050420168;95.44663212435233;6;5;108.12324929971989;522.8571428571429;900020;1290020;2.1972245773362196;6.476571506862746;11.033614658004002;20.0;4.5689898203838855;0.24022346368715083;0.2192464;inicial;TorchGCN_prioridad_desde_GA
135;ORDEN_1358;PARTNUMBER_1118;8.0;6;2026-06-16;28800.0;648.7394957983194;28151.26050420168;44.39378238341969;6;5;108.12324929971989;522.8571428571429;900020;1290020;2.1972245773362196;6.476571506862746;10.268165387743457;20.0;3.8153751437614782;0.2406532015470563;0.32163996;inicial;TorchGCN_prioridad_desde_GA
136;ORDEN_1361;PARTNUMBER_1121;8.0;4;2026-08-30;106560.0;4201.7764705882355;102358.22352941177;25.360701775999505;4;2;1050.4441176470589;2121.4117647058824;900010;900040;2.1972245773362196;8.343500650290391;11.576472870114568;20.0;3.2718743320416683;0.8521701761925226;0.88549244;inicial;TorchGCN_prioridad_desde_GA
137;ORDEN_1363;PARTNUMBER_872;90.0;3;2026-12-25;227520.0;6922.247225470358;220597.75277452965;32.867939065054166;3;3;2307.415741823452;5758.600166646828;1000020;1000040;4.51085950651685;8.842640190782916;12.334997820805357;20.0;3.522468816589035;0.9273743016759777;0.9107529;inicial;TorchGCN_prioridad_desde_GA
138;ORDEN_1367;PARTNUMBER_872;90.0;3;2026-12-25;227520.0;6922.247225470358;220597.75277452965;32.867939065054166;3;3;2307.415741823452;5758.600166646828;1000020;1000040;4.51085950651685;8.842640190782916;12.334997820805357;20.0;3.522468816589035;0.9278040395358831;0.9107529;inicial;TorchGCN_prioridad_desde_GA
139;ORDEN_1368;PARTNUMBER_1125;24.0;6;2026-05-30;12960.0;6651.377303505512;6308.622696494488;1.9484686266661824;6;3;1108.5628839175854;2538.1333333333337;800010;800060;3.2188758248682006;8.802729559014793;9.469700127423375;0.9484686266661824;1.0812859259630065;0.9204984959174903;0.9108926;inicial;TorchGCN_prioridad_desde_GA
140;ORDEN_1376;PARTNUMBER_1133;195.0;3;2026-06-10;23040.0;3312.829788070049;19727.17021192995;6.954779289588067;3;2;1104.2765960233496;2209.631728045326;900020;900040;5.278114659230517;8.10585983519192;10.045030516645731;5.954779289588067;2.0737729165384895;0.8061882251826386;0.71268797;inicial;TorchGCN_prioridad_desde_GA
141;ORDEN_1377;PARTNUMBER_797;220.0;3;2026-05-19;0.0;4389.41411064477;-4389.41411064477;0.0;3;2;1463.1380368815899;3089.517470881863;900020;900040;5.3981627015177525;8.38717883206338;0.0;-1.0;0.0;0.8590459819510099;0.7643291;inicial;TorchGCN_prioridad_desde_GA
142;ORDEN_1393;PARTNUMBER_1146;12.0;4;2026-12-11;213120.0;1780.838111730331;211339.16188826968;119.6739886664512;4;2;445.2095279325827;1080.9123162696399;900010;900040;2.5649493574615367;7.485400757512462;12.269615358515345;20.0;4.793092600872957;0.5767082079931242;0.5744168;inicial;TorchGCN_prioridad_desde_GA
