oidx;ORDEN;PARTNUMBER;CANTIDAD;N_OPERACIONES;FECHA_PROVEEDOR;deadline_work_min;work_min;slack_min;cr;n_alternativas;n_grupos_recurso;duracion_media_operacion_min;duracion_max_operacion_min;operacion_min;operacion_max;log_cantidad;log_work_min;log_deadline_work_min;slack_relativo;log_cr;ga_rank_target;nn_priority_score;escenario_objetivo_ga;modelo_prioridad
198;ORDEN_1757;PARTNUMBER_1259;15.0;6;2026-06-17;30240.0;1299.4117647058824;28940.58823529412;23.272068809416023;9;7;216.56862745098036;700.0;800020;1200020;2.772588722239781;7.170436235378893;10.316953898529778;20.0;3.1893262575319548;0.43876235496347227;0.3473608;inicial;TorchGCN_prioridad_desde_GA
199;ORDEN_1760;PARTNUMBER_1406;8.0;7;2026-07-14;57600.0;287.3949579831933;57312.6050420168;200.42105263157893;7;5;41.05642256902761;108.57142857142858;900020;1300020;2.1972245773362196;5.664330922536726;10.961295207644392;20.0;5.305397506259261;0.13192952299097552;0.089953825;inicial;TorchGCN_prioridad_desde_GA
200;ORDEN_1762;PARTNUMBER_1407;60.0;2;2026-08-01;77760.0;1394.7249672898156;76365.27503271018;55.75292751165179;2;2;697.3624836449078;1113.077908466286;1400020;1400030;4.110873864173311;7.24116924907697;11.261395299133936;20.0;4.038707241139396;0.4679845294370434;0.40567473;inicial;TorchGCN_prioridad_desde_GA
201;ORDEN_1764;PARTNUMBER_1251;120.0;8;2026-09-03;110880.0;12710.696594356792;98169.30340564321;8.723361396984942;8;3;1588.837074294599;3088.0024833152256;850010;850080;4.795790545596741;9.450277840275705;11.61621283314208;7.7233613969849415;2.2745313814245245;0.9798023205844435;0.9804871;inicial;TorchGCN_prioridad_desde_GA
202;ORDEN_1767;PARTNUMBER_1411;8.0;8;2026-06-30;43200.0;1433.6313725490197;41766.36862745098;30.133269142394465;8;4;179.20392156862746;564.7058823529412;1100010;1100080;2.1972245773362196;7.268663211952469;10.673618922112436;20.0;3.4382769947571035;0.477009024495058;0.52141017;inicial;TorchGCN_prioridad_desde_GA
203;ORDEN_1769;PARTNUMBER_55;100.0;3;2026-05-30;12960.0;3077.791156684144;9882.208843315857;4.21081202077481;3;2;1025.9303855613814;1780.3837953091684;1000020;1000040;4.61512051684126;8.032292317330503;9.469700127423375;3.21081202077481;1.6507357017348285;0.7748173614095402;0.77197886;inicial;TorchGCN_prioridad_desde_GA
204;ORDEN_1770;PARTNUMBER_1412;60.0;6;2026-05-30;12960.0;2005.9986634060594;10954.001336593941;6.460622450263619;6;5;334.33311056767656;610.810810810811;1000020;1000070;4.110873864173311;7.604395682830027;9.469700127423375;5.460622450263619;2.0096388491080215;0.625268586162441;0.59958076;inicial;TorchGCN_prioridad_desde_GA
205;ORDEN_1771;PARTNUMBER_1412;50.0;6;2026-06-30;43200.0;1756.0781186025406;41443.92188139746;24.600272358258117;6;5;292.6796864337568;524.0240240240241;1000020;1000070;3.9318256327243257;7.471407548554748;10.673618922112436;20.0;3.242602990423381;0.5681134507950151;0.5803446;inicial;TorchGCN_prioridad_desde_GA
206;ORDEN_1779;PARTNUMBER_843;100.0;3;2026-05-30;12960.0;3787.4184429784696;9172.58155702153;3.4218558617484334;3;2;1262.4728143261566;2527.392257121987;800020;800040;4.61512051684126;8.239703913616538;9.469700127423375;2.4218558617484334;1.4865594861890397;0.8293940696175333;0.8300911;inicial;TorchGCN_prioridad_desde_GA
207;ORDEN_1788;PARTNUMBER_1425;6.0;3;2026-12-12;214560.0;719.055891147332;213840.94410885268;298.3912692205972;3;2;239.68529704911066;506.5326633165829;900020;900040;1.9459101490553132;6.57932883559083;12.276349359205614;20.0;5.701751310640491;0.2660077352814783;0.20663092;inicial;TorchGCN_prioridad_desde_GA
208;ORDEN_1797;PARTNUMBER_10;4.0;9;2026-08-17;92160.0;4162.845938375351;87997.15406162465;22.138700630359534;9;7;462.5384375972612;1900.0000000000002;900020;1300030;1.6094379124341003;8.334194430581464;11.431292326565295;20.0;3.1415065676547576;0.8504512247529007;0.80614495;inicial;TorchGCN_prioridad_desde_GA
209;ORDEN_1818;PARTNUMBER_1448;40.0;6;2026-06-06;20160.0;2947.6338978338595;17212.36610216614;6.839383959729553;9;5;491.27231630564324;1297.016861219196;1000020;1400020;3.713572066704308;7.989097256596623;9.911505324129712;5.839383959729553;2.0591602547099086;0.7584873227331328;0.7085382;inicial;TorchGCN_prioridad_desde_GA
210;ORDEN_1824;PARTNUMBER_53;47.0;7;2026-12-11;213120.0;7596.822535084914;205523.1774649151;28.053834220259013;7;5;1085.2603621549877;4625.994035785288;900020;1300020;3.871201010907891;8.935616976681551;12.269615358515345;20.0;3.369150461516433;0.9376880103137086;0.9222162;inicial;TorchGCN_prioridad_desde_GA
211;ORDEN_1825;PARTNUMBER_1454;8.0;6;2026-06-17;30240.0;1156.6495787870929;29083.35042121291;26.144478461411644;6;5;192.7749297978488;802.5319317282693;1000020;1400020;2.1972245773362196;7.054147003345453;10.316953898529778;20.0;3.301173654110091;0.400945423291792;0.42085353;inicial;TorchGCN_prioridad_desde_GA
212;ORDEN_1827;PARTNUMBER_1456;4.0;7;2026-07-28;72000.0;603.921568627451;71396.07843137255;119.2207792207792;7;5;86.27450980392157;296.6666666666667;900020;1300020;1.6094379124341003;6.405098810994716;11.184435286790631;20.0;4.789329879213527;0.22475290073055437;0.2350415;inicial;TorchGCN_prioridad_desde_GA
213;ORDEN_1835;PARTNUMBER_623;54.0;2;2026-08-04;79200.0;268.8285714285714;78931.17142857143;294.6115421405038;2;2;134.4142857142857;184.02857142857144;1700020;1700030;4.007333185232471;5.59778683671599;11.279744203985432;20.0;5.689046234795189;0.12333476579286635;0.058436632;inicial;TorchGCN_prioridad_desde_GA
214;ORDEN_1838;PARTNUMBER_1460;210.0;2;2026-06-06;20160.0;1891.6658246706806;18268.33417532932;10.657273466104748;2;2;945.8329123353403;1114.6025878003697;900020;900030;5.351858133476067;7.545741603491873;9.911505324129712;9.657273466104748;2.4559303170521436;0.5960464116888697;0.62683475;inicial;TorchGCN_prioridad_desde_GA
215;ORDEN_1841;PARTNUMBER_1462;50.0;2;2026-06-03;15840.0;450.88871125967376;15389.111288740327;35.1306200497832;2;2;225.44435562983688;234.7058823529412;1000020;1000030;3.9318256327243257;6.113435935489311;9.670356794688852;20.0;3.5871407066448167;0.15814353244520843;0.23787618;inicial;TorchGCN_prioridad_desde_GA
216;ORDEN_1851;PARTNUMBER_1391;70.0;7;2026-05-23;5760.0;2142.2881697811868;3617.7118302188132;2.688713909384248;7;6;306.0411671115981;700.5899705014749;1000020;1400020;4.2626798770413155;7.670096456699797;8.658866349732383;1.6887139093842478;1.3052778632581208;0.6467554791577138;0.63512623;inicial;TorchGCN_prioridad_desde_GA
217;ORDEN_1880;PARTNUMBER_862;16.0;5;2026-05-23;5760.0;1167.0588235294117;4592.941176470588;4.935483870967742;5;5;233.41176470588235;402.85714285714283;1400020;1800020;2.833213344056216;7.063098524730816;8.658866349732383;3.935483870967742;1.7809485531238394;0.405672539750752;0.3730772;inicial;TorchGCN_prioridad_desde_GA
218;ORDEN_1882;PARTNUMBER_53;54.0;7;2026-12-11;213120.0;8717.073282875377;204402.92671712462;24.44857271289351;7;5;1245.2961832679114;5313.121272365805;900020;1300020;4.007333185232471;9.073153538690443;12.269615358515345;20.0;3.2366596594157637;0.9574559518693597;0.926618;inicial;TorchGCN_prioridad_desde_GA
219;ORDEN_1895;PARTNUMBER_144;35.0;6;2026-12-03;204480.0;3168.7050482935297;201311.29495170648;64.53109294919084;6;5;528.1175080489215;2652.2344600582355;1400020;1800020;3.58351893845611;8.061393817840043;12.228230340613182;20.0;4.18252473152045;0.7902879243661367;0.7934233;inicial;TorchGCN_prioridad_desde_GA
220;ORDEN_1903;PARTNUMBER_1412;50.0;6;2026-06-30;43200.0;1756.0781186025406;41443.92188139746;24.600272358258117;6;5;292.6796864337568;524.0240240240241;1000020;1000070;3.9318256327243257;7.471407548554748;10.673618922112436;20.0;3.242602990423381;0.5685431886549205;0.5803446;inicial;TorchGCN_prioridad_desde_GA
221;ORDEN_1908;PARTNUMBER_1492;137.0;2;2026-11-24;194400.0;5085.304347826087;189314.69565217392;38.2278004822079;2;2;2542.6521739130435;4691.304347826087;900020;900030;4.927253685157205;8.534306784503558;12.177678315028167;20.0;3.6693856914104783;0.8886978942844864;0.8957583;inicial;TorchGCN_prioridad_desde_GA
222;ORDEN_1914;PARTNUMBER_1495;4.0;7;2026-07-28;72000.0;603.921568627451;71396.07843137255;119.2207792207792;7;5;86.27450980392157;296.6666666666667;900020;1300020;1.6094379124341003;6.405098810994716;11.184435286790631;20.0;4.789329879213527;0.2251826385904598;0.2350415;inicial;TorchGCN_prioridad_desde_GA
223;ORDEN_1923;PARTNUMBER_1498;22.0;6;2026-06-22;34560.0;5448.7444528992555;29111.255547100744;6.342745617590996;6;4;908.1240754832093;2509.9818511796734;900020;900070;3.1354942159291497;8.603323997181665;10.450481157684562;5.342745617590995;1.9937128350246456;0.8972926514825956;0.8847923;inicial;TorchGCN_prioridad_desde_GA
224;ORDEN_1925;PARTNUMBER_1465;14.0;6;2026-08-30;106560.0;1242.4080254764888;105317.59197452352;85.76892439110901;6;5;207.06800424608141;1072.9962607706063;1000020;1400020;2.70805020110221;7.125611296275151;11.576472870114568;20.0;4.463248543636703;0.42372152986678124;0.4423966;inicial;TorchGCN_prioridad_desde_GA
225;ORDEN_1929;PARTNUMBER_850;15.0;3;2026-06-20;34560.0;2337.078431372549;32222.92156862745;14.787693701705667;3;3;779.0261437908497;2100.0;800020;800040;2.772588722239781;7.7570846878220205;10.450481157684562;13.787693701705667;2.759230756909698;0.684572410829394;0.6101085;inicial;TorchGCN_prioridad_desde_GA
226;ORDEN_1931;PARTNUMBER_1504;15.0;4;2026-07-28;72000.0;3631.652527055163;68368.34747294484;19.825685266862084;4;3;907.9131317637907;2500.0;900010;900040;2.772588722239781;8.197718384116973;11.184435286790631;18.825685266862084;3.0361870934832855;0.8242372152986678;0.84231794;inicial;TorchGCN_prioridad_desde_GA
227;ORDEN_1940;PARTNUMBER_122;57.0;3;2026-10-02;141120.0;3324.276352764649;137795.72364723534;42.45134430013225;3;2;1108.0921175882163;2214.5966535165285;800020;800040;4.060443010546419;8.109308063249637;11.857372957383312;20.0;3.7716417902462003;0.807477438762355;0.7862493;inicial;TorchGCN_prioridad_desde_GA
228;ORDEN_1941;PARTNUMBER_1512;480.0;2;2026-06-06;20160.0;1708.214744868555;18451.785255131446;11.801794862478655;2;2;854.1073724342775;1449.3150684931506;800020;800030;6.175867270105761;7.443789330498722;9.911505324129712;10.801794862478657;2.549585384726302;0.553932101418135;0.61178994;inicial;TorchGCN_prioridad_desde_GA
229;ORDEN_1942;PARTNUMBER_1513;120.0;8;2026-06-06;20160.0;10473.266826063033;9686.733173936967;1.9249008293984498;8;3;1309.158353257879;2352.3035230352307;1000010;1000080;4.795790545596741;9.25667674960212;9.911505324129712;0.9249008293984496;1.0732605756298874;0.9720670391061452;0.98790133;inicial;TorchGCN_prioridad_desde_GA
230;ORDEN_1944;PARTNUMBER_1448;40.0;6;2026-06-06;20160.0;2947.6338978338595;17212.36610216614;6.839383959729553;9;5;491.27231630564324;1297.016861219196;1000020;1400020;3.713572066704308;7.989097256596623;9.911505324129712;5.839383959729553;2.0591602547099086;0.7589170605930382;0.7085382;inicial;TorchGCN_prioridad_desde_GA
231;ORDEN_1945;PARTNUMBER_1514;220.0;3;2026-07-07;50400.0;3342.9193964122906;47057.08060358771;15.07664230674859;3;3;1114.3064654707634;1821.3851761846902;900020;900040;5.3981627015177525;8.114898869970395;10.827766295132466;14.07664230674859;2.7773674301772413;0.8087666523420713;0.78892386;inicial;TorchGCN_prioridad_desde_GA
232;ORDEN_1967;PARTNUMBER_1495;4.0;7;2026-05-20;1440.0;603.921568627451;836.078431372549;2.384415584415584;7;5;86.27450980392157;296.6666666666667;900020;1300020;1.6094379124341003;6.405098810994716;7.273092595999522;1.384415584415584;1.2191812428370608;0.22561237645036528;0.2581306;inicial;TorchGCN_prioridad_desde_GA
233;ORDEN_1969;PARTNUMBER_1456;4.0;7;2026-05-20;1440.0;603.921568627451;836.078431372549;2.384415584415584;7;5;86.27450980392157;296.6666666666667;900020;1300020;1.6094379124341003;6.405098810994716;7.273092595999522;1.384415584415584;1.2191812428370608;0.22604211431027074;0.2581306;inicial;TorchGCN_prioridad_desde_GA
234;ORDEN_1973;PARTNUMBER_1532;25.0;3;2026-06-03;15840.0;976.6578849442794;14863.34211505572;16.218575863854014;3;2;325.55262831475983;438.08329850954163;800020;800040;3.258096538021482;6.885159797941294;9.670356794688852;15.218575863854014;2.8459887931320464;0.3442200257842716;0.3322251;inicial;TorchGCN_prioridad_desde_GA
235;ORDEN_1977;PARTNUMBER_651;30.0;4;2026-05-23;5760.0;1503.6896026536451;4256.310397346355;3.8305777933391347;4;3;375.9224006634112;1035.8484490715896;1000010;1000040;3.4339872044851463;7.3163419118277835;8.658866349732383;2.8305777933391347;1.5749660864599992;0.4941985388912763;0.5205871;inicial;TorchGCN_prioridad_desde_GA
236;ORDEN_1985;PARTNUMBER_1541;89.0;8;2026-09-30;138240.0;19766.369578134283;118473.63042186572;6.993697019250424;8;6;2470.7961972667854;10685.555555555555;800020;1200020;4.499809670330265;9.89178785613069;11.836753817808015;5.993697019250424;2.0786533585514086;0.9974215728405672;0.757143;inicial;TorchGCN_prioridad_desde_GA
237;ORDEN_1994;PARTNUMBER_1545;8.0;5;2026-05-30;12960.0;944.1851638557521;12015.814836144247;13.726121206009507;5;2;188.83703277115043;335.13846153846157;900010;900050;2.1972245773362196;6.85138084888799;9.469700127423375;12.726121206009507;2.6896228696616347;0.3373442200257843;0.33882234;inicial;TorchGCN_prioridad_desde_GA
238;ORDEN_2019;PARTNUMBER_53;55.0;7;2026-11-11;181440.0;8877.109103988301;172562.8908960117;20.439086404658784;7;5;1268.1584434269002;5411.282306163022;900020;1300020;4.02535169073515;9.091343874571487;12.108685810970181;19.439086404658784;3.0652157235716917;0.9604641168886979;0.92769086;inicial;TorchGCN_prioridad_desde_GA
239;ORDEN_2024;PARTNUMBER_332;32.0;3;2026-07-29;73440.0;1108.190110570544;72331.80988942945;66.27021780783618;3;3;369.39670352351465;685.3383458646616;1400020;1400040;3.4965075614664802;7.0113853978801535;11.204237641759402;20.0;4.208717609847587;0.38332617103566824;0.19053277;inicial;TorchGCN_prioridad_desde_GA
240;ORDEN_2029;PARTNUMBER_1564;16.0;8;2026-08-30;106560.0;2138.6471708683475;104421.35282913165;49.82589061510965;8;3;267.33089635854344;1129.4117647058824;1100010;1100080;2.833213344056216;7.668396220996774;11.576472870114568;20.0;3.9284058825307713;0.6458960034379029;0.6657559;inicial;TorchGCN_prioridad_desde_GA
241;ORDEN_2031;PARTNUMBER_332;6.0;3;2026-09-01;108000.0;207.78564573197698;107792.21435426803;519.7664141791073;3;3;69.261881910659;128.50093984962405;1400020;1400040;1.9459101490553132;5.341308107150972;11.58989576532275;20.0;6.255301599911457;0.04598195100988397;0.114754885;inicial;TorchGCN_prioridad_desde_GA
242;ORDEN_2041;PARTNUMBER_1574;8.0;8;2026-10-07;145440.0;804.9411764705883;144635.0588235294;180.6840105232388;8;5;100.61764705882354;388.0;900020;2700020;2.1972245773362196;6.692010757796893;11.887525785075237;20.0;5.202268972208213;0.29351095831542756;0.27089944;inicial;TorchGCN_prioridad_desde_GA
243;ORDEN_2050;PARTNUMBER_1157;24.0;6;2026-06-17;30240.0;6522.323534297088;23717.676465702913;4.636384540108369;6;3;1087.0539223828482;2537.333333333334;800010;800060;3.2188758248682006;8.783139269569185;10.316953898529778;3.6363845401083696;1.7292428209687478;0.9157713794585303;0.82723176;inicial;TorchGCN_prioridad_desde_GA
244;ORDEN_2061;PARTNUMBER_1541;24.0;8;2026-11-10;180000.0;5394.533571004159;174605.46642899583;33.367110915299044;8;6;674.31669637552;2885.5555555555557;800020;1200020;3.2188758248682006;8.593326773822085;12.100717685412471;20.0;3.537100029001586;0.8964331757627847;0.7050123;inicial;TorchGCN_prioridad_desde_GA
245;ORDEN_2078;PARTNUMBER_1599;40.0;2;2026-07-07;50400.0;309.9554128256226;50090.04458717438;162.6040324333825;2;2;154.9777064128113;168.77894223738727;1000020;1000030;3.713572066704308;5.739649534781002;10.827766295132466;20.0;5.097449071990696;0.06360120326600774;0.09622863;inicial;TorchGCN_prioridad_desde_GA
246;ORDEN_2083;PARTNUMBER_1602;12.0;7;2026-05-20;1440.0;3094.7324886877827;-1654.7324886877827;0.46530677700371564;7;4;442.1046412411119;1572.48;950020;950080;2.5649493574615367;8.037779825513848;7.273092595999522;-0.5346932229962844;0.38206462464515223;0.7769660507090674;0.76528054;inicial;TorchGCN_prioridad_desde_GA
247;ORDEN_2086;PARTNUMBER_1513;120.0;8;2026-06-06;20160.0;10473.266826063033;9686.733173936967;1.9249008293984498;8;3;1309.158353257879;2352.3035230352307;1000010;1000080;4.795790545596741;9.25667674960212;9.911505324129712;0.9249008293984496;1.0732605756298874;0.9724967769660507;0.98790133;inicial;TorchGCN_prioridad_desde_GA
248;ORDEN_2091;PARTNUMBER_124;35.0;7;2026-08-20;96480.0;15901.350715612623;80578.64928438737;6.067409097849268;7;6;2271.621530801803;13778.173190984578;900020;1300020;3.58351893845611;9.674222221029735;11.477101376749753;5.067409097849268;1.955493948507741;0.99054576708208;0.9270166;inicial;TorchGCN_prioridad_desde_GA
249;ORDEN_2099;PARTNUMBER_1613;4.0;7;2026-06-17;30240.0;652.8636255435789;29587.136374456422;46.31901490119313;7;5;93.26623222051126;331.7994671833374;900020;1300020;1.6094379124341003;6.482898806079452;10.316953898529778;20.0;3.8569122210826965;0.24237215298667814;0.2272046;inicial;TorchGCN_prioridad_desde_GA
250;ORDEN_2102;PARTNUMBER_1616;30.0;6;2026-06-24;37440.0;2537.8304670669163;34902.16953293308;14.752758502135517;9;5;422.9717445111526;1166.6666666666667;1000020;1400020;3.4339872044851463;7.839458807938108;10.530521639636548;13.752758502135517;2.75701549292863;0.7176622260421143;0.72739744;inicial;TorchGCN_prioridad_desde_GA
251;ORDEN_2103;PARTNUMBER_1617;25.0;3;2026-06-03;15840.0;833.8529411764706;15006.14705882353;18.996155338436033;3;2;277.95098039215685;625.0;800020;800040;3.258096538021482;6.7272555909886655;9.670356794688852;17.996155338436033;2.9955400219966464;0.30425440481306404;0.3297557;inicial;TorchGCN_prioridad_desde_GA
252;ORDEN_2112;PARTNUMBER_1622;10.0;6;2026-08-01;77760.0;505.5681352038723;77254.43186479613;153.80716185493569;9;6;84.26135586731206;298.11715481171547;800020;1200020;2.3978952727983707;6.227658836268114;11.261395299133936;20.0;5.042180225298187;0.18349806617963044;0.39340103;inicial;TorchGCN_prioridad_desde_GA
253;ORDEN_2113;PARTNUMBER_1623;16.0;4;2026-05-19;0.0;1168.0200481330894;-1168.0200481330894;0.0;4;2;292.00501203327235;668.0775275013094;1400020;1400050;2.833213344056216;7.06392111113946;0.0;-1.0;0.0;0.4061022776106575;0.37751478;inicial;TorchGCN_prioridad_desde_GA
254;ORDEN_2115;PARTNUMBER_200;35.0;6;2026-08-01;77760.0;4045.0284857995107;73714.97151420049;19.223597626811404;6;5;674.1714142999185;3610.9108387406873;1400020;1800020;3.58351893845611;8.305491058187215;11.261395299133936;18.223597626811404;3.006850121940346;0.8431456811345079;0.8452538;inicial;TorchGCN_prioridad_desde_GA
255;ORDEN_2118;PARTNUMBER_1626;16.0;4;2026-05-27;8640.0;1231.2527539615494;7408.747246038451;7.0172431876402666;4;2;307.81318849038735;737.5925925925926;1400020;1400050;2.833213344056216;7.116599280487879;9.0642735958414;6.0172431876402666;2.0815946205960416;0.4181349376880103;0.5769952;inicial;TorchGCN_prioridad_desde_GA
256;ORDEN_2123;PARTNUMBER_1462;50.0;2;2026-05-27;8640.0;450.88871125967376;8189.111288740326;19.162156390790834;2;2;225.44435562983688;234.7058823529412;1000020;1000030;3.9318256327243257;6.113435935489311;9.0642735958414;18.162156390790834;3.003807401311856;0.15857327030511387;0.24780074;inicial;TorchGCN_prioridad_desde_GA
257;ORDEN_2139;PARTNUMBER_1178;30.0;6;2026-06-15;27360.0;1923.593146913938;25436.40685308606;14.223381926627384;8;6;320.59885781898964;1742.857142857143;900020;1300020;3.4339872044851463;7.56246987213135;10.216873920776164;13.223381926627383;2.722832530550902;0.5999140524280189;0.57769036;inicial;TorchGCN_prioridad_desde_GA
258;ORDEN_2141;PARTNUMBER_1460;210.0;2;2026-06-06;20160.0;1891.6658246706806;18268.33417532932;10.657273466104748;2;2;945.8329123353403;1114.6025878003697;900020;900030;5.351858133476067;7.545741603491873;9.911505324129712;9.657273466104748;2.4559303170521436;0.5964761495487753;0.62683475;inicial;TorchGCN_prioridad_desde_GA
259;ORDEN_2147;PARTNUMBER_1037;8.0;6;2026-06-19;33120.0;669.5022624434389;32450.49773755656;49.469586374695865;9;7;111.58371040723982;315.3846153846154;900020;1200020;2.1972245773362196;6.508027076979186;10.407922801280105;20.0;3.921370904849911;0.24795874516544908;0.2344809;inicial;TorchGCN_prioridad_desde_GA
260;ORDEN_2148;PARTNUMBER_1639;90.0;3;2026-06-06;20160.0;3444.599187093663;16715.400812906337;5.852640294271724;3;1;1148.199729031221;1688.4841000308736;900020;900040;4.51085950651685;8.144853097813957;9.911505324129712;4.852640294271724;1.9246340224287461;0.8134937688010314;0.8337568;inicial;TorchGCN_prioridad_desde_GA
261;ORDEN_2170;PARTNUMBER_1654;4.0;8;2026-06-02;14400.0;375.92436974789916;14024.0756302521;38.305577288476584;8;6;46.990546218487395;125.0;900020;1300020;1.6094379124341003;5.932044556574705;9.575052927597383;20.0;3.6713664245434474;0.08250966910184787;0.13799182;inicial;TorchGCN_prioridad_desde_GA
262;ORDEN_2179;PARTNUMBER_1654;2.0;8;2026-09-02;109440.0;266.38655462184875;109173.61344537816;410.83154574132493;8;6;33.29831932773109;100.0;900020;1300020;1.0986122886681098;5.588695381510804;11.603140870241532;20.0;6.020614396179686;0.12204555221314999;0.12510942;inicial;TorchGCN_prioridad_desde_GA
263;ORDEN_2180;PARTNUMBER_1659;25.0;2;2026-06-16;28800.0;521.0859728506788;28278.91402714932;55.26919069121222;2;2;260.5429864253394;384.61538461538464;900020;900030;3.258096538021482;6.2578322732689164;10.268165387743457;20.0;4.030147150743787;0.19080360979802322;0.18223625;inicial;TorchGCN_prioridad_desde_GA
264;ORDEN_2193;PARTNUMBER_651;30.0;4;2026-07-23;67680.0;1503.6896026536451;66176.31039734636;45.009289071734834;4;3;375.9224006634112;1035.8484490715896;1000010;1000040;3.4339872044851463;7.3163419118277835;11.122560769584661;20.0;3.828843312444758;0.49462827675118176;0.48174787;inicial;TorchGCN_prioridad_desde_GA
265;ORDEN_2195;PARTNUMBER_651;30.0;4;2026-07-23;67680.0;1503.6896026536451;66176.31039734636;45.009289071734834;4;3;375.9224006634112;1035.8484490715896;1000010;1000040;3.4339872044851463;7.3163419118277835;11.122560769584661;20.0;3.828843312444758;0.4950580146110872;0.48174787;inicial;TorchGCN_prioridad_desde_GA
266;ORDEN_2197;PARTNUMBER_651;30.0;4;2026-06-24;37440.0;1503.6896026536451;35936.31039734636;24.898755656704374;4;3;375.9224006634112;1035.8484490715896;1000010;1000040;3.4339872044851463;7.3163419118277835;10.530521639636548;20.0;3.254194923408647;0.4954877524709927;0.48796916;inicial;TorchGCN_prioridad_desde_GA
267;ORDEN_2230;PARTNUMBER_920;40.0;5;2026-05-30;12960.0;2003.822190936785;10956.177809063214;6.467639723034114;5;2;400.76443818735703;858.1389112362564;1000020;1000060;3.713572066704308;7.603310652983569;9.469700127423375;5.467639723034114;2.010578981751176;0.62440911044263;0.5853493;inicial;TorchGCN_prioridad_desde_GA
268;ORDEN_2235;PARTNUMBER_1691;20.0;5;2027-01-02;236160.0;1100.1232492997199;235059.8767507003;214.66685678202595;5;2;220.02464985994402;457.14285714285717;1000020;1000060;3.044522437723423;7.004086073509041;12.372269054802624;20.0;5.37373488735648;0.3794585302965191;0.26935133;inicial;TorchGCN_prioridad_desde_GA
269;ORDEN_2241;PARTNUMBER_236;64.0;4;2026-05-23;5760.0;8615.075503885764;-2855.075503885764;0.6685954171152645;4;3;2153.768875971441;7773.899033297529;2000020;2000050;4.174387269895637;9.061384982015767;8.658866349732383;-0.3314045828847355;0.511982204937216;0.9561667382896433;0.958688;inicial;TorchGCN_prioridad_desde_GA
270;ORDEN_2245;PARTNUMBER_1243;31.0;2;2027-02-10;275040.0;907.0561085972852;274132.94389140274;303.22269746392533;2;2;453.5280542986426;761.5384615384617;900020;900030;3.4657359027997265;6.811306170301492;12.524675456444854;20.0;5.7177599906641055;0.32617103566824235;0.21259204;inicial;TorchGCN_prioridad_desde_GA
271;ORDEN_2248;PARTNUMBER_1701;12.0;6;2026-08-30;106560.0;480.2079206299831;106079.79207937002;221.90387834545567;6;5;80.03465343833052;359.0314500417478;800020;1200020;2.5649493574615367;6.176299444127117;11.576472870114568;20.0;5.406740639726571;0.172754619681994;0.4860282;inicial;TorchGCN_prioridad_desde_GA
272;ORDEN_2251;PARTNUMBER_1704;12.0;5;2026-06-24;37440.0;1996.9748273411687;35443.02517265883;18.748358510782392;5;4;399.39496546823375;1246.1726883037356;1000020;1400020;2.5649493574615367;7.5998893602007875;10.530521639636548;17.748358510782392;2.983070374514916;0.6201117318435754;0.5970062;inicial;TorchGCN_prioridad_desde_GA
273;ORDEN_2253;PARTNUMBER_1706;16.0;7;2026-06-16;28800.0;322.1636363636364;28477.836363636365;89.39556408375189;7;6;46.023376623376635;191.1764705882353;1000020;1400020;2.833213344056216;5.77815880906595;10.268165387743457;20.0;4.504195196324164;0.06660936828534594;0.18011123;inicial;TorchGCN_prioridad_desde_GA
274;ORDEN_2284;PARTNUMBER_1731;8.0;8;2026-06-06;20160.0;3206.8720821662;16953.1279178338;6.28649958073232;8;3;400.859010270775;800.0;1100010;1100080;2.1972245773362196;8.073363093554919;9.911505324129712;5.286499580732321;1.9860232634512736;0.7988826815642458;0.7544587;inicial;TorchGCN_prioridad_desde_GA
275;ORDEN_2300;PARTNUMBER_1742;360.0;2;2026-05-30;12960.0;2187.3245873889127;10772.675412611086;5.925046549890802;2;2;1093.6622936944564;1526.6187050359713;800020;800030;5.8888779583328805;7.690891501437303;9.469700127423375;4.925046549890802;1.9351447740567016;0.659217877094972;0.61968493;inicial;TorchGCN_prioridad_desde_GA
276;ORDEN_2307;PARTNUMBER_1747;16.0;3;2026-08-01;77760.0;1303.3054535200451;76456.69454647995;59.66368036746962;3;2;434.4351511733483;813.1687242798354;900020;900040;2.833213344056216;7.173425958552841;11.261395299133936;20.0;4.1053451724850705;0.44048130640309413;0.40367833;inicial;TorchGCN_prioridad_desde_GA
277;ORDEN_2315;PARTNUMBER_606;35.0;6;2026-07-30;74880.0;3186.5004371008013;71693.4995628992;23.49913376071232;6;5;531.0834061834668;2711.2063194537423;1400020;1800020;3.58351893845611;8.066992326596335;11.223655465763155;20.0;3.1986377602199987;0.7954447786850022;0.77854514;inicial;TorchGCN_prioridad_desde_GA
278;ORDEN_2352;PARTNUMBER_1778;12.0;6;2026-10-07;145440.0;4209.127951105288;141230.8720488947;34.55347561050228;6;4;701.5213251842147;2199.9007936507937;900010;1300020;2.5649493574615367;8.345248318401124;11.887525785075237;20.0;3.5710379182918284;0.852599914052428;0.7934884;inicial;TorchGCN_prioridad_desde_GA
279;ORDEN_2368;PARTNUMBER_254;15.0;6;2026-06-20;34560.0;4638.799737031588;29921.200262968414;7.450203060957159;6;6;773.1332895052645;1849.3879723257053;1000020;1400020;2.772588722239781;8.442426484166374;10.450481157684562;6.4502030609571595;2.1341904719628495;0.8727975934679846;0.814625;inicial;TorchGCN_prioridad_desde_GA
